census_tract,zero_to_eighteen,nineteen_to_twenty_five,twenty_six_to_thirty_four,thirty_five_to_fifty_four,fifty_five_to_sixty_four,sixty_five_plus
12031016603,656.0,235.0,333.0,1018.0,544.0,577.0
12031016604,815.0,351.0,437.0,1201.0,554.0,829.0
12031016711,910.0,190.0,234.0,1159.0,843.0,1002.0
12031016722,1798.0,619.0,963.0,2042.0,888.0,908.0
12031016724,1031.0,668.0,794.0,1355.0,597.0,475.0
12031016725,1209.0,489.0,579.0,1218.0,468.0,319.0
12031016726,819.0,274.0,492.0,1114.0,536.0,414.0
12031016727,592.0,218.0,346.0,823.0,310.0,807.0
12031016728,1100.0,339.0,453.0,1521.0,626.0,352.0
12031016729,1408.0,687.0,771.0,2009.0,792.0,489.0
12031016801,447.0,119.0,140.0,619.0,468.0,422.0
12031016803,1565.0,411.0,453.0,2270.0,1346.0,926.0
12031016804,1723.0,421.0,415.0,2487.0,1577.0,1118.0
12031016805,2127.0,476.0,695.0,2667.0,912.0,750.0
12031016806,2508.0,1021.0,2045.0,3784.0,1440.0,888.0
12031016807,929.0,286.0,546.0,1177.0,432.0,363.0
12031016808,770.0,399.0,493.0,1003.0,422.0,462.0
12031017100,654.0,587.0,1059.0,1283.0,535.0,1181.0
12031017200,356.0,192.0,376.0,743.0,361.0,291.0
12031017300,1889.0,713.0,821.0,1970.0,803.0,848.0
12031017400,918.0,253.0,344.0,853.0,284.0,262.0
12031990000,0.0,0.0,0.0,0.0,0.0,0.0
12033000100,258.0,173.0,184.0,502.0,222.0,278.0
12033000300,559.0,202.0,297.0,802.0,351.0,336.0
12033000400,967.0,280.0,297.0,762.0,403.0,700.0
12033000500,307.0,134.0,175.0,473.0,239.0,226.0
12033000600,496.0,194.0,227.0,535.0,220.0,215.0
12033000800,790.0,498.0,639.0,1478.0,721.0,723.0
12033000900,428.0,207.0,292.0,760.0,433.0,422.0
12033001001,1374.0,422.0,526.0,1668.0,924.0,1167.0
12033001002,361.0,399.0,458.0,765.0,411.0,468.0
12033001101,1138.0,368.0,524.0,1565.0,996.0,1329.0
12033001103,530.0,254.0,289.0,738.0,500.0,455.0
12033001104,1293.0,648.0,733.0,1699.0,839.0,1252.0
12033001201,814.0,613.0,634.0,1204.0,480.0,678.0
12033001202,843.0,562.0,579.0,977.0,407.0,522.0
12033001300,1106.0,350.0,400.0,1081.0,565.0,774.0
12033001401,729.0,2951.0,293.0,335.0,154.0,128.0
12033001402,1440.0,738.0,813.0,1638.0,728.0,860.0
12033001500,365.0,116.0,128.0,365.0,149.0,219.0
12033001600,337.0,113.0,395.0,1436.0,226.0,308.0
12033001700,962.0,389.0,260.0,605.0,258.0,325.0
12033001800,561.0,225.0,186.0,606.0,262.0,282.0
12033001900,490.0,188.0,210.0,589.0,272.0,209.0
12033002000,573.0,195.0,195.0,638.0,205.0,355.0
12033002100,1490.0,521.0,681.0,1452.0,620.0,506.0
12033002200,996.0,375.0,465.0,1046.0,425.0,448.0
12033002300,876.0,467.0,496.0,1325.0,757.0,922.0
12033002400,1041.0,4049.0,578.0,185.0,20.0,5.0
12033002500,357.0,116.0,145.0,677.0,470.0,391.0
12033002601,744.0,183.0,327.0,862.0,376.0,367.0
12033002602,102.0,144.0,95.0,264.0,246.0,261.0
12033002603,1920.0,778.0,892.0,2352.0,908.0,962.0
12033002604,875.0,258.0,351.0,1190.0,632.0,725.0
12033002605,1715.0,601.0,794.0,1447.0,425.0,289.0
12033002701,812.0,212.0,301.0,853.0,382.0,398.0
12033002703,1030.0,404.0,383.0,800.0,267.0,305.0
12033002704,1280.0,555.0,675.0,1476.0,623.0,634.0
12033002801,572.0,196.0,283.0,686.0,324.0,529.0
12033002802,1090.0,519.0,511.0,1277.0,576.0,988.0
12033002803,739.0,370.0,374.0,699.0,252.0,339.0
12033002804,727.0,1468.0,450.0,388.0,121.0,105.0
12033002900,1073.0,360.0,479.0,1054.0,512.0,638.0
12033003000,2024.0,732.0,796.0,1846.0,721.0,829.0
12033003100,1867.0,514.0,596.0,1377.0,621.0,530.0
12033003201,1251.0,460.0,602.0,1380.0,711.0,872.0
12033003203,947.0,326.0,373.0,1174.0,668.0,1225.0
12033003204,713.0,251.0,319.0,853.0,429.0,327.0
12033003301,947.0,395.0,491.0,1251.0,507.0,584.0
12033003305,476.0,203.0,385.0,947.0,408.0,329.0
12033003306,1981.0,688.0,816.0,1991.0,911.0,865.0
12033003307,640.0,220.0,237.0,593.0,266.0,272.0
12033003308,1034.0,356.0,568.0,1238.0,496.0,530.0
12033003309,1579.0,668.0,788.0,1832.0,838.0,1018.0
12033003400,1158.0,588.0,695.0,1409.0,658.0,732.0
12033003503,1180.0,736.0,682.0,1627.0,877.0,1201.0
12033003505,691.0,471.0,509.0,928.0,402.0,618.0
12033003506,985.0,488.0,582.0,1070.0,515.0,605.0
12033003507,853.0,1225.0,792.0,1014.0,535.0,969.0
12033003508,1680.0,959.0,972.0,1639.0,684.0,714.0
12033003603,1710.0,508.0,636.0,2092.0,922.0,874.0
12033003607,485.0,1566.0,158.0,274.0,157.0,850.0
12033003608,1635.0,665.0,698.0,2133.0,1058.0,1150.0
12033003609,937.0,414.0,484.0,1009.0,447.0,449.0
12033003610,1770.0,491.0,694.0,1950.0,864.0,697.0
12033003611,1212.0,370.0,458.0,1547.0,792.0,991.0
12033003612,1058.0,307.0,362.0,1443.0,754.0,807.0
12033003613,1010.0,301.0,335.0,1259.0,534.0,545.0
12033003614,1407.0,461.0,481.0,1650.0,669.0,692.0
12033003700,1051.0,362.0,476.0,1188.0,439.0,427.0
12033003800,1001.0,317.0,311.0,1333.0,701.0,736.0
12033003900,1280.0,367.0,446.0,1495.0,697.0,834.0
12033004000,819.0,487.0,835.0,1637.0,479.0,614.0
12033990000,0.0,0.0,0.0,0.0,0.0,0.0
12035060103,292.0,122.0,165.0,563.0,377.0,911.0
12035060104,731.0,213.0,262.0,963.0,658.0,1196.0
12035060105,438.0,168.0,175.0,778.0,775.0,1347.0
12035060106,298.0,113.0,122.0,576.0,747.0,1020.0
12035060107,692.0,229.0,284.0,990.0,702.0,1450.0
12035060204,2352.0,565.0,705.0,2413.0,900.0,1092.0
12035060205,1636.0,442.0,599.0,1917.0,960.0,1775.0
12035060206,1060.0,399.0,442.0,1504.0,730.0,687.0
12035060207,1100.0,342.0,472.0,1394.0,796.0,1409.0
12035060208,1697.0,543.0,945.0,1791.0,622.0,535.0
12035060209,1562.0,455.0,672.0,1801.0,1073.0,1368.0
12035060210,722.0,214.0,264.0,863.0,605.0,1193.0
12035060211,1134.0,310.0,401.0,1450.0,972.0,2086.0
12035060212,1386.0,350.0,586.0,1345.0,645.0,1009.0
12035060213,1622.0,375.0,655.0,1497.0,706.0,731.0
12035060214,2019.0,503.0,883.0,1950.0,820.0,896.0
12035060301,555.0,158.0,242.0,912.0,1066.0,1702.0
12035060302,362.0,123.0,181.0,872.0,717.0,983.0
12035060303,152.0,29.0,52.0,330.0,526.0,1034.0
12035060304,277.0,83.0,102.0,486.0,428.0,981.0
12035990000,0.0,0.0,0.0,0.0,0.0,0.0
12037970100,486.0,405.0,767.0,1239.0,510.0,624.0
12037970200,728.0,239.0,329.0,881.0,393.0,555.0
12037970302,648.0,270.0,398.0,817.0,373.0,328.0
12037970304,214.0,67.0,111.0,409.0,394.0,508.0
12037990000,0.0,0.0,0.0,0.0,0.0,0.0
12037990100,0.0,0.0,0.0,0.0,0.0,0.0
12039020101,894.0,271.0,429.0,1470.0,890.0,898.0
12039020102,1434.0,499.0,548.0,1867.0,887.0,935.0
12039020300,1587.0,486.0,622.0,1527.0,685.0,691.0
12039020400,1064.0,450.0,598.0,1880.0,933.0,819.0
12039020500,1657.0,459.0,681.0,1699.0,776.0,817.0
12039020600,1173.0,311.0,587.0,1213.0,482.0,341.0
12039020701,1061.0,337.0,441.0,876.0,373.0,406.0
12039020702,1737.0,650.0,848.0,1500.0,589.0,741.0
12039020800,1264.0,372.0,490.0,1348.0,679.0,675.0
12041950100,1166.0,378.0,443.0,1496.0,850.0,1065.0
12041950201,491.0,139.0,170.0,643.0,309.0,384.0
12041950202,547.0,990.0,191.0,576.0,310.0,445.0
12041950203,751.0,268.0,252.0,980.0,487.0,437.0
12041950204,950.0,294.0,393.0,831.0,320.0,525.0
12043000100,232.0,91.0,101.0,419.0,407.0,1028.0
12043000200,1656.0,677.0,709.0,1707.0,923.0,1263.0
12043000300,658.0,294.0,685.0,1354.0,353.0,476.0
12043990000,0.0,0.0,0.0,0.0,0.0,0.0
12045960100,1318.0,783.0,1404.0,3119.0,968.0,880.0
12045960200,608.0,194.0,275.0,817.0,530.0,682.0
12045960300,801.0,304.0,457.0,1219.0,695.0,1025.0
12045990000,0.0,0.0,0.0,0.0,0.0,0.0
12047960100,1468.0,1438.0,1155.0,2470.0,945.0,852.0
12047960200,1242.0,410.0,406.0,1318.0,713.0,783.0
12047960300,412.0,127.0,173.0,480.0,272.0,311.0
12049970101,1276.0,380.0,402.0,1113.0,419.0,602.0
12049970102,1067.0,337.0,363.0,1003.0,464.0,632.0
12049970201,1448.0,392.0,498.0,935.0,321.0,577.0
12049970202,240.0,74.0,96.0,253.0,131.0,176.0
12049970300,2153.0,1284.0,1202.0,2125.0,725.0,768.0
12049970400,1984.0,638.0,757.0,1705.0,689.0,820.0
12051000100,2064.0,788.0,841.0,2017.0,720.0,864.0
12051000200,2358.0,809.0,839.0,1841.0,681.0,665.0
12051000300,2484.0,887.0,983.0,2233.0,594.0,718.0
12051000401,1157.0,444.0,533.0,1037.0,397.0,408.0
12051000402,2089.0,728.0,870.0,1804.0,737.0,1401.0
12051000600,1367.0,572.0,914.0,1866.0,519.0,435.0
12051990000,0.0,0.0,0.0,0.0,0.0,0.0
12053040101,1042.0,292.0,445.0,1364.0,731.0,964.0
12053040102,430.0,168.0,173.0,631.0,346.0,370.0
12053040201,570.0,180.0,172.0,788.0,436.0,550.0
12053040202,1466.0,372.0,503.0,1734.0,904.0,1315.0
12053040301,350.0,102.0,113.0,532.0,278.0,324.0
12053040302,835.0,213.0,263.0,1200.0,734.0,840.0
12053040303,498.0,187.0,157.0,736.0,442.0,534.0
12053040400,658.0,176.0,244.0,605.0,444.0,1071.0
12053040501,824.0,356.0,368.0,906.0,459.0,896.0
12053040502,703.0,297.0,306.0,877.0,415.0,607.0
12053040601,563.0,190.0,186.0,709.0,405.0,485.0
12053040602,699.0,191.0,243.0,909.0,456.0,505.0
12053040701,1538.0,340.0,535.0,1603.0,650.0,748.0
12053040702,1111.0,291.0,346.0,1486.0,848.0,977.0
12053040801,398.0,122.0,155.0,682.0,630.0,1722.0
12053040802,463.0,126.0,204.0,690.0,656.0,2315.0
12053040901,1172.0,426.0,427.0,1373.0,778.0,1534.0
12053040905,937.0,272.0,219.0,1315.0,1128.0,2297.0
12053040906,1564.0,387.0,658.0,1772.0,750.0,815.0
12053040907,563.0,169.0,211.0,681.0,387.0,596.0
12053040908,1687.0,402.0,532.0,1868.0,850.0,1199.0
12053040909,1147.0,215.0,314.0,1230.0,678.0,1189.0
12053040910,863.0,269.0,335.0,1062.0,512.0,594.0
12053040911,856.0,585.0,671.0,1301.0,482.0,525.0
12053041003,790.0,167.0,311.0,753.0,319.0,700.0
12053041004,1693.0,459.0,626.0,1760.0,748.0,1160.0
12053041005,552.0,157.0,237.0,623.0,246.0,409.0
12053041006,1593.0,493.0,585.0,1787.0,731.0,1180.0
12053041103,878.0,274.0,358.0,1007.0,514.0,963.0
12053041104,494.0,147.0,179.0,627.0,397.0,663.0
12053041105,956.0,343.0,466.0,1118.0,535.0,823.0
12053041106,835.0,264.0,370.0,1051.0,496.0,859.0
12053041201,734.0,205.0,286.0,951.0,550.0,863.0
12053041203,761.0,240.0,305.0,1057.0,539.0,1167.0
12053041204,655.0,230.0,309.0,767.0,409.0,797.0
12053041302,689.0,295.0,338.0,766.0,380.0,556.0
12053041303,50.0,13.0,24.0,92.0,249.0,2121.0
12053041304,73.0,24.0,39.0,101.0,144.0,1418.0
12053041305,33.0,19.0,19.0,65.0,146.0,1182.0
12053041401,1498.0,479.0,564.0,1578.0,707.0,1018.0
12053041402,1129.0,312.0,458.0,1440.0,723.0,1271.0
12053041501,478.0,153.0,190.0,771.0,569.0,886.0
12053041502,669.0,212.0,162.0,822.0,637.0,1198.0
12053041600,592.0,207.0,262.0,1127.0,1033.0,2317.0
12053990000,0.0,0.0,0.0,0.0,0.0,0.0
12055960101,257.0,107.0,114.0,414.0,462.0,1251.0
12055960102,372.0,99.0,106.0,335.0,236.0,316.0
12055960103,955.0,338.0,379.0,983.0,554.0,1564.0
12055960200,884.0,365.0,350.0,939.0,473.0,1272.0
12055960300,1352.0,475.0,570.0,1149.0,495.0,475.0
12055960400,1713.0,500.0,638.0,1711.0,973.0,1695.0
12055960501,150.0,57.0,40.0,192.0,131.0,502.0
12055960502,1037.0,318.0,479.0,1156.0,968.0,3221.0
12055960601,580.0,175.0,254.0,682.0,371.0,764.0
12055960602,689.0,229.0,337.0,934.0,797.0,2565.0
12055960700,596.0,166.0,221.0,788.0,481.0,1206.0
12055960800,583.0,321.0,335.0,747.0,275.0,392.0
12055960900,614.0,179.0,252.0,579.0,271.0,577.0
12055961000,715.0,236.0,279.0,1004.0,744.0,1481.0
12055961100,742.0,269.0,311.0,726.0,390.0,1425.0
12055961200,1069.0,313.0,363.0,1091.0,644.0,1361.0
12055961301,1360.0,363.0,504.0,1654.0,895.0,1545.0
12055961302,498.0,166.0,220.0,678.0,732.0,2284.0
12055961400,849.0,234.0,329.0,1109.0,775.0,2134.0
12055961500,876.0,271.0,356.0,1105.0,714.0,1838.0
12055961601,199.0,68.0,80.0,331.0,253.0,401.0
12055961602,194.0,46.0,68.0,290.0,170.0,272.0
12055961603,1466.0,494.0,595.0,1429.0,801.0,1551.0
12055961700,1290.0,521.0,541.0,1349.0,713.0,1726.0
12055980000,5.0,1.0,0.0,12.0,4.0,4.0
12055980100,0.0,0.0,0.0,0.0,0.0,0.0
12055980200,0.0,0.0,0.0,1.0,0.0,0.0
12057000101,688.0,2014.0,513.0,741.0,242.0,154.0
12057000102,1423.0,541.0,639.0,1356.0,528.0,661.0
12057000201,739.0,307.0,383.0,837.0,270.0,286.0
12057000202,1472.0,620.0,614.0,1326.0,466.0,382.0
12057000300,2181.0,699.0,862.0,2081.0,761.0,522.0
12057000401,635.0,242.0,248.0,679.0,289.0,251.0
12057000402,587.0,163.0,238.0,808.0,308.0,421.0
12057000500,790.0,268.0,448.0,1163.0,569.0,584.0
12057000601,1022.0,396.0,647.0,1288.0,381.0,303.0
12057000602,716.0,228.0,320.0,795.0,332.0,219.0
12057000700,2074.0,540.0,711.0,1597.0,508.0,358.0
12057000800,991.0,296.0,414.0,991.0,356.0,271.0
12057000901,733.0,316.0,370.0,773.0,252.0,164.0
12057000902,1083.0,677.0,717.0,1201.0,474.0,364.0
12057001001,1152.0,321.0,406.0,804.0,302.0,338.0
12057001002,1516.0,521.0,515.0,1325.0,605.0,740.0
12057001100,469.0,172.0,311.0,700.0,299.0,254.0
12057001200,913.0,230.0,413.0,820.0,290.0,257.0
12057001300,1302.0,410.0,607.0,1737.0,830.0,885.0
12057001400,1136.0,384.0,538.0,1363.0,530.0,566.0
12057001500,446.0,182.0,359.0,891.0,346.0,234.0
12057001600,374.0,163.0,364.0,688.0,241.0,137.0
12057001700,967.0,368.0,547.0,1410.0,522.0,423.0
12057001800,1414.0,455.0,474.0,1052.0,370.0,416.0
12057001900,904.0,274.0,306.0,754.0,290.0,334.0
12057002000,792.0,227.0,295.0,766.0,322.0,368.0
12057002100,657.0,240.0,382.0,888.0,305.0,278.0
12057002200,313.0,146.0,246.0,543.0,205.0,155.0
12057002300,762.0,297.0,485.0,998.0,309.0,249.0
12057002400,835.0,387.0,414.0,1086.0,352.0,753.0
12057002500,1298.0,862.0,964.0,1932.0,645.0,1032.0
12057002600,425.0,416.0,221.0,473.0,154.0,111.0
12057002700,1352.0,589.0,716.0,1926.0,753.0,1619.0
12057002800,527.0,172.0,338.0,950.0,394.0,440.0
12057002900,436.0,172.0,283.0,645.0,244.0,172.0
12057003000,1154.0,317.0,340.0,735.0,242.0,163.0
12057003100,882.0,243.0,316.0,685.0,257.0,317.0
12057003200,583.0,247.0,301.0,620.0,305.0,433.0
12057003300,596.0,219.0,252.0,544.0,223.0,253.0
12057003400,1079.0,335.0,306.0,716.0,285.0,320.0
12057003500,729.0,207.0,240.0,686.0,286.0,298.0
12057003600,1488.0,416.0,515.0,1161.0,426.0,389.0
12057003700,409.0,346.0,423.0,637.0,143.0,91.0
12057003800,218.0,79.0,155.0,339.0,151.0,117.0
12057003900,332.0,233.0,454.0,530.0,181.0,277.0
12057004000,7.0,1.0,5.0,30.0,33.0,64.0
12057004100,495.0,165.0,238.0,518.0,169.0,277.0
12057004200,221.0,72.0,142.0,386.0,139.0,111.0
12057004300,1405.0,398.0,326.0,490.0,238.0,221.0
12057004400,562.0,235.0,216.0,598.0,224.0,262.0
12057004500,997.0,410.0,508.0,1192.0,388.0,802.0
12057004600,540.0,425.0,585.0,757.0,290.0,402.0
12057004700,335.0,207.0,324.0,679.0,305.0,422.0
12057004800,765.0,332.0,475.0,1175.0,473.0,722.0
12057004900,470.0,762.0,1197.0,1085.0,282.0,275.0
12057005000,1064.0,3017.0,365.0,459.0,223.0,398.0
12057005101,35.0,166.0,353.0,326.0,100.0,174.0
12057005102,469.0,372.0,860.0,1258.0,401.0,254.0
12057005301,96.0,449.0,688.0,538.0,77.0,32.0
12057005302,459.0,221.0,253.0,620.0,182.0,259.0
12057005401,1193.0,371.0,528.0,1899.0,732.0,808.0
12057005500,216.0,271.0,444.0,712.0,226.0,110.0
12057005700,439.0,530.0,853.0,1066.0,352.0,494.0
12057005800,969.0,280.0,515.0,1511.0,542.0,596.0
12057005900,1627.0,267.0,400.0,1966.0,772.0,883.0
12057006000,1378.0,349.0,638.0,1795.0,662.0,524.0
12057006101,636.0,208.0,479.0,1123.0,392.0,278.0
12057006103,294.0,228.0,563.0,898.0,484.0,1142.0
12057006200,855.0,159.0,539.0,1442.0,348.0,261.0
12057006300,990.0,163.0,421.0,1440.0,419.0,356.0
12057006400,1070.0,164.0,252.0,1343.0,532.0,498.0
12057006501,529.0,273.0,413.0,897.0,345.0,674.0
12057006502,118.0,227.0,398.0,463.0,210.0,389.0
12057006600,557.0,313.0,595.0,1196.0,450.0,687.0
12057006700,1208.0,276.0,573.0,2024.0,657.0,723.0
12057006801,803.0,380.0,736.0,1495.0,598.0,524.0
12057006802,531.0,167.0,417.0,983.0,418.0,575.0
12057006900,1173.0,376.0,676.0,1816.0,659.0,588.0
12057007001,749.0,319.0,475.0,1106.0,449.0,442.0
12057007002,1069.0,425.0,493.0,845.0,230.0,145.0
12057007102,383.0,506.0,605.0,704.0,145.0,92.0
12057007103,829.0,308.0,570.0,1216.0,436.0,475.0
12057007200,839.0,341.0,632.0,1323.0,375.0,304.0
12057007300,632.0,347.0,350.0,266.0,34.0,30.0
12057010103,1142.0,370.0,448.0,1504.0,655.0,582.0
12057010105,1355.0,394.0,461.0,1494.0,601.0,551.0
12057010106,1360.0,456.0,530.0,1547.0,616.0,701.0
12057010107,556.0,181.0,212.0,666.0,571.0,1472.0
12057010108,494.0,170.0,194.0,586.0,232.0,481.0
12057010203,492.0,223.0,240.0,623.0,240.0,187.0
12057010204,1231.0,921.0,604.0,1409.0,510.0,402.0
12057010205,2225.0,589.0,928.0,2577.0,778.0,691.0
12057010209,3000.0,811.0,1355.0,3074.0,639.0,455.0
12057010210,1266.0,409.0,594.0,1166.0,283.0,197.0
12057010211,1608.0,469.0,508.0,1673.0,588.0,438.0
12057010212,1615.0,288.0,429.0,1879.0,514.0,360.0
12057010213,460.0,140.0,186.0,655.0,265.0,284.0
12057010214,42.0,18.0,23.0,77.0,50.0,60.0
12057010303,720.0,247.0,344.0,810.0,402.0,480.0
12057010304,992.0,276.0,312.0,1142.0,582.0,540.0
12057010305,920.0,299.0,334.0,1179.0,439.0,528.0
12057010401,1230.0,829.0,899.0,1481.0,539.0,455.0
12057010402,1596.0,650.0,771.0,1443.0,418.0,289.0
12057010501,1486.0,544.0,666.0,1435.0,544.0,418.0
12057010502,610.0,207.0,253.0,644.0,247.0,208.0
12057010600,813.0,332.0,377.0,924.0,359.0,461.0
12057010701,1446.0,603.0,585.0,1587.0,866.0,778.0
12057010702,671.0,470.0,288.0,750.0,383.0,507.0
12057010805,1775.0,669.0,847.0,1233.0,316.0,178.0
12057010808,588.0,990.0,511.0,633.0,194.0,67.0
12057010809,361.0,1001.0,442.0,459.0,189.0,197.0
12057010810,508.0,866.0,761.0,639.0,217.0,263.0
12057010811,1111.0,1152.0,1138.0,1353.0,623.0,543.0
12057010812,412.0,2154.0,929.0,615.0,183.0,240.0
12057010813,387.0,2557.0,675.0,588.0,148.0,609.0
12057010814,425.0,374.0,328.0,481.0,163.0,580.0
12057010815,443.0,259.0,269.0,453.0,128.0,61.0
12057010816,1110.0,529.0,489.0,810.0,238.0,444.0
12057010817,1150.0,425.0,571.0,985.0,333.0,272.0
12057010818,1105.0,755.0,784.0,1252.0,331.0,354.0
12057010900,1307.0,3763.0,69.0,26.0,0.0,0.0
12057011003,895.0,634.0,656.0,1322.0,506.0,551.0
12057011005,747.0,140.0,188.0,1014.0,427.0,321.0
12057011006,1282.0,374.0,450.0,1734.0,783.0,541.0
12057011007,728.0,232.0,205.0,1089.0,536.0,449.0
12057011008,1474.0,1235.0,820.0,1919.0,548.0,342.0
12057011010,797.0,1872.0,801.0,1029.0,427.0,334.0
12057011012,1726.0,324.0,718.0,2019.0,439.0,326.0
12057011013,818.0,452.0,616.0,1051.0,241.0,136.0
12057011014,154.0,189.0,188.0,174.0,34.0,11.0
12057011015,1175.0,1628.0,1005.0,1476.0,531.0,394.0
12057011016,813.0,432.0,452.0,978.0,297.0,197.0
12057011103,851.0,288.0,245.0,1156.0,609.0,450.0
12057011106,385.0,243.0,287.0,607.0,242.0,175.0
12057011107,1536.0,528.0,648.0,2069.0,1007.0,787.0
12057011108,159.0,59.0,75.0,307.0,283.0,569.0
12057011109,656.0,190.0,212.0,969.0,559.0,428.0
12057011203,563.0,371.0,429.0,846.0,432.0,399.0
12057011204,1256.0,487.0,595.0,1760.0,900.0,1092.0
12057011205,511.0,198.0,292.0,848.0,441.0,435.0
12057011206,529.0,190.0,296.0,925.0,410.0,529.0
12057011301,594.0,218.0,238.0,871.0,513.0,631.0
12057011303,599.0,295.0,298.0,917.0,417.0,472.0
12057011304,1199.0,366.0,469.0,1554.0,673.0,879.0
12057011407,333.0,152.0,190.0,628.0,420.0,578.0
12057011408,718.0,214.0,311.0,951.0,380.0,263.0
12057011409,540.0,227.0,233.0,830.0,519.0,553.0
12057011410,1501.0,385.0,437.0,2215.0,831.0,586.0
12057011411,467.0,140.0,171.0,609.0,180.0,227.0
12057011412,670.0,334.0,468.0,973.0,367.0,461.0
12057011413,1497.0,463.0,643.0,2095.0,614.0,527.0
12057011414,1994.0,685.0,962.0,2136.0,668.0,483.0
12057011415,1192.0,455.0,732.0,1745.0,660.0,454.0
12057011416,1628.0,625.0,974.0,2213.0,702.0,613.0
12057011417,1079.0,520.0,622.0,1415.0,538.0,417.0
12057011418,660.0,221.0,285.0,1130.0,686.0,774.0
12057011504,427.0,125.0,121.0,649.0,459.0,331.0
12057011506,2079.0,447.0,992.0,2911.0,598.0,444.0
12057011507,2019.0,433.0,933.0,2447.0,555.0,1043.0
12057011509,1910.0,294.0,303.0,2447.0,834.0,611.0
12057011510,1180.0,154.0,250.0,1262.0,303.0,259.0
12057011512,1039.0,213.0,226.0,1308.0,542.0,358.0
12057011514,1374.0,476.0,557.0,1896.0,894.0,591.0
12057011515,791.0,279.0,324.0,1188.0,530.0,421.0
12057011516,636.0,293.0,315.0,944.0,447.0,451.0
12057011517,3019.0,305.0,672.0,3714.0,865.0,761.0
12057011518,1089.0,254.0,196.0,1538.0,672.0,437.0
12057011519,592.0,99.0,170.0,847.0,273.0,170.0
12057011520,1519.0,238.0,684.0,1878.0,473.0,262.0
12057011521,866.0,438.0,714.0,1407.0,467.0,446.0
12057011522,988.0,208.0,298.0,1300.0,608.0,434.0
12057011523,529.0,121.0,91.0,656.0,262.0,133.0
12057011524,1006.0,669.0,733.0,1486.0,475.0,518.0
12057011603,964.0,367.0,474.0,1266.0,528.0,555.0
12057011605,1836.0,586.0,804.0,2058.0,747.0,812.0
12057011606,1385.0,501.0,1004.0,2170.0,649.0,627.0
12057011607,1823.0,504.0,681.0,2560.0,955.0,1121.0
12057011608,296.0,69.0,89.0,419.0,138.0,94.0
12057011610,1184.0,438.0,545.0,1561.0,687.0,789.0
12057011611,1009.0,371.0,552.0,1408.0,472.0,406.0
12057011612,1544.0,574.0,746.0,1952.0,794.0,882.0
12057011613,1268.0,564.0,593.0,1700.0,639.0,973.0
12057011614,1920.0,732.0,835.0,2227.0,667.0,573.0
12057011615,1153.0,479.0,607.0,1387.0,345.0,265.0
12057011706,1634.0,990.0,1325.0,2086.0,613.0,688.0
12057011708,591.0,552.0,1039.0,1156.0,358.0,323.0
12057011709,145.0,103.0,198.0,311.0,85.0,44.0
12057011710,1008.0,758.0,1272.0,1857.0,616.0,464.0
12057011712,924.0,494.0,739.0,1624.0,611.0,578.0
12057011802,1470.0,645.0,647.0,1973.0,751.0,1253.0
12057011803,1719.0,832.0,1215.0,2057.0,568.0,458.0
12057011804,1501.0,523.0,681.0,1743.0,631.0,651.0
12057011901,943.0,841.0,1046.0,1382.0,343.0,269.0
12057011902,1685.0,736.0,981.0,2201.0,785.0,900.0
12057011904,387.0,405.0,333.0,542.0,103.0,60.0
12057011905,324.0,142.0,193.0,473.0,153.0,162.0
12057011906,1072.0,515.0,637.0,1280.0,445.0,498.0
12057012001,630.0,183.0,283.0,705.0,314.0,428.0
12057012002,1120.0,359.0,443.0,1056.0,425.0,297.0
12057012103,1423.0,588.0,1086.0,1534.0,413.0,312.0
12057012104,2012.0,706.0,1020.0,1952.0,670.0,727.0
12057012106,1233.0,384.0,502.0,1669.0,647.0,486.0
12057012107,1500.0,438.0,735.0,1420.0,472.0,381.0
12057012108,821.0,234.0,349.0,969.0,336.0,346.0
12057012206,1537.0,455.0,640.0,2010.0,783.0,550.0
12057012207,1780.0,499.0,751.0,2202.0,874.0,752.0
12057012208,1691.0,469.0,583.0,2102.0,774.0,664.0
12057012209,1463.0,336.0,563.0,1509.0,505.0,348.0
12057012210,1136.0,340.0,546.0,1132.0,483.0,949.0
12057012211,348.0,680.0,644.0,905.0,127.0,28.0
12057012212,1495.0,717.0,735.0,1170.0,280.0,175.0
12057012213,1012.0,385.0,578.0,1425.0,579.0,467.0
12057012301,1382.0,530.0,718.0,1808.0,808.0,831.0
12057012303,763.0,235.0,326.0,879.0,318.0,488.0
12057012304,1410.0,425.0,576.0,1420.0,509.0,499.0
12057012401,1584.0,520.0,679.0,1393.0,513.0,575.0
12057012402,1055.0,506.0,499.0,930.0,243.0,300.0
12057012403,1793.0,561.0,750.0,1578.0,438.0,468.0
12057012501,1033.0,372.0,414.0,1093.0,428.0,655.0
12057012503,1087.0,373.0,411.0,1196.0,643.0,735.0
12057012504,811.0,191.0,242.0,1030.0,385.0,394.0
12057012600,1660.0,523.0,694.0,1444.0,569.0,604.0
12057012701,2045.0,687.0,932.0,1739.0,476.0,520.0
12057012702,910.0,323.0,425.0,944.0,347.0,464.0
12057012800,1060.0,357.0,422.0,1016.0,392.0,445.0
12057012900,964.0,304.0,367.0,644.0,312.0,378.0
12057013001,1198.0,439.0,461.0,1040.0,360.0,361.0
12057013002,1378.0,476.0,573.0,1209.0,433.0,362.0
12057013003,1083.0,444.0,422.0,886.0,326.0,303.0
