tract,0-18,19-25,26-34,35-54,55-64,65+
04021001404,1162.0,312.0,448.0,1041.0,462.0,438.0
04021001405,676.0,176.0,236.0,727.0,664.0,1349.0
04021001406,1664.0,531.0,518.0,1274.0,418.0,476.0
04021001407,427.0,124.0,132.0,403.0,280.0,423.0
04021001408,205.0,53.0,103.0,265.0,589.0,716.0
04021001500,1416.0,417.0,490.0,1047.0,385.0,335.0
04021001600,1657.0,426.0,486.0,1573.0,693.0,665.0
04021001701,323.0,66.0,132.0,324.0,152.0,106.0
04021001702,1020.0,120.0,402.0,835.0,255.0,151.0
04021001703,620.0,140.0,408.0,590.0,162.0,120.0
04021001704,2329.0,489.0,1185.0,1760.0,460.0,328.0
04021001705,2337.0,432.0,1265.0,2299.0,662.0,373.0
04021001706,1718.0,237.0,807.0,1533.0,422.0,266.0
04021001707,1910.0,410.0,841.0,1504.0,328.0,185.0
04021001708,1585.0,326.0,913.0,1422.0,930.0,894.0
04021001709,895.0,223.0,614.0,706.0,204.0,148.0
04021001710,1446.0,350.0,783.0,1256.0,373.0,202.0
04021001711,695.0,179.0,480.0,594.0,157.0,95.0
04021001900,790.0,236.0,261.0,655.0,284.0,373.0
04021002001,1052.0,292.0,322.0,854.0,579.0,457.0
04021002002,270.0,1731.0,2500.0,3225.0,352.0,107.0
04021002003,1498.0,420.0,428.0,1002.0,435.0,371.0
04021002101,2266.0,701.0,935.0,1901.0,972.0,1286.0
04021002102,311.0,134.0,167.0,381.0,164.0,185.0
04021002103,1648.0,444.0,840.0,1235.0,493.0,550.0
04021002200,1267.0,327.0,406.0,1367.0,899.0,1030.0
04021002300,620.0,122.0,201.0,588.0,400.0,521.0
04021002400,541.0,148.0,153.0,510.0,286.0,377.0
04021941200,2263.0,755.0,719.0,1529.0,462.0,379.0
04021941300,1058.0,354.0,276.0,690.0,231.0,148.0
04021941400,2777.0,685.0,886.0,2433.0,1011.0,803.0
04023966000,559.0,102.0,173.0,779.0,737.0,880.0
04023966101,409.0,117.0,174.0,636.0,532.0,747.0
04023966103,422.0,125.0,116.0,293.0,147.0,162.0
04023966104,3474.0,686.0,1022.0,2928.0,1037.0,922.0
04023966105,3542.0,844.0,988.0,2878.0,845.0,649.0
04023966200,1930.0,455.0,454.0,1356.0,418.0,425.0
04023966301,1488.0,392.0,424.0,1172.0,562.0,503.0
04023966302,1014.0,294.0,301.0,774.0,402.0,569.0
04023966401,1132.0,291.0,296.0,815.0,378.0,603.0
04023966402,1400.0,381.0,368.0,1093.0,562.0,764.0
04025000202,2098.0,546.0,800.0,2093.0,1210.0,1375.0
04025000203,1154.0,273.0,319.0,1597.0,1118.0,1390.0
04025000204,1773.0,414.0,599.0,1983.0,1226.0,1363.0
04025000300,686.0,915.0,232.0,887.0,922.0,1590.0
04025000401,921.0,467.0,411.0,1234.0,1001.0,1811.0
04025000402,920.0,246.0,227.0,1098.0,936.0,1523.0
04025000500,816.0,309.0,364.0,1020.0,838.0,1413.0
04025000604,1172.0,427.0,432.0,1208.0,664.0,902.0
04025000605,2557.0,966.0,1131.0,2390.0,951.0,1123.0
04025000606,1901.0,671.0,723.0,1640.0,653.0,968.0
04025000607,742.0,192.0,296.0,1011.0,1095.0,2012.0
04025000608,915.0,272.0,385.0,926.0,393.0,521.0
04025000609,1299.0,459.0,501.0,1137.0,465.0,680.0
04025000610,929.0,293.0,387.0,960.0,623.0,1256.0
04025000700,792.0,210.0,309.0,1108.0,803.0,793.0
04025000801,373.0,304.0,274.0,847.0,741.0,1205.0
04025000802,480.0,218.0,216.0,753.0,651.0,1014.0
04025000900,773.0,757.0,495.0,1071.0,545.0,962.0
04025001001,683.0,265.0,278.0,1004.0,819.0,1303.0
04025001002,468.0,252.0,226.0,746.0,716.0,1096.0
04025001101,599.0,208.0,197.0,898.0,859.0,1292.0
04025001102,593.0,263.0,256.0,946.0,804.0,1188.0
04025001200,1123.0,246.0,299.0,1536.0,1704.0,1765.0
04025001300,694.0,188.0,295.0,641.0,215.0,133.0
04025001401,424.0,116.0,157.0,693.0,488.0,636.0
04025001402,435.0,133.0,135.0,838.0,698.0,1277.0
04025001403,500.0,105.0,188.0,824.0,827.0,1213.0
04025001500,1283.0,380.0,413.0,1804.0,1252.0,1465.0
04025001601,1391.0,506.0,595.0,1607.0,773.0,1111.0
04025001602,1000.0,240.0,331.0,1006.0,639.0,738.0
04025001603,1330.0,358.0,520.0,1497.0,1026.0,1170.0
04025001701,1069.0,292.0,456.0,1519.0,1194.0,1305.0
04025001702,582.0,113.0,243.0,1012.0,1030.0,1556.0
04025001703,311.0,92.0,155.0,583.0,575.0,961.0
04025001801,392.0,128.0,193.0,914.0,730.0,902.0
04025001802,668.0,211.0,299.0,1132.0,1094.0,1361.0
04025001900,3116.0,769.0,1104.0,3721.0,2348.0,3089.0
04025002001,1236.0,494.0,528.0,1244.0,504.0,831.0
04025002002,1327.0,348.0,525.0,1301.0,657.0,798.0
04025002003,983.0,288.0,342.0,1096.0,551.0,946.0
04025002004,1712.0,463.0,652.0,1881.0,1365.0,2197.0
04025002100,419.0,92.0,145.0,647.0,534.0,533.0
04027000100,633.0,414.0,405.0,805.0,263.0,211.0
04027000200,1116.0,420.0,406.0,921.0,366.0,369.0
04027000301,1184.0,423.0,357.0,765.0,330.0,344.0
04027000302,1745.0,492.0,484.0,1110.0,349.0,375.0
04027000402,1188.0,356.0,333.0,874.0,376.0,285.0
04027000403,491.0,155.0,144.0,381.0,137.0,145.0
04027000404,1315.0,355.0,355.0,953.0,370.0,554.0
04027000501,723.0,601.0,384.0,681.0,245.0,296.0
04027000502,633.0,215.0,234.0,628.0,434.0,869.0
04027000600,1509.0,646.0,624.0,1305.0,519.0,615.0
04027000700,1334.0,513.0,481.0,1004.0,399.0,365.0
04027000800,1336.0,708.0,662.0,1227.0,560.0,610.0
04027000901,1021.0,342.0,365.0,888.0,356.0,651.0
04027000902,828.0,448.0,370.0,741.0,295.0,277.0
04027000903,949.0,250.0,355.0,854.0,431.0,394.0
04027000905,3454.0,671.0,1003.0,2503.0,438.0,234.0
04027000907,2428.0,647.0,809.0,1871.0,410.0,484.0
04027000908,914.0,171.0,305.0,910.0,314.0,227.0
04027001001,353.0,122.0,149.0,468.0,375.0,1189.0
04027001003,291.0,89.0,110.0,216.0,123.0,287.0
04027001004,608.0,353.0,280.0,621.0,242.0,303.0
04027001100,1324.0,529.0,602.0,1274.0,555.0,938.0
04027001200,1117.0,358.0,426.0,1072.0,488.0,755.0
04027010905,518.0,184.0,213.0,490.0,374.0,1056.0
04027010907,1323.0,314.0,816.0,1355.0,593.0,754.0
04027010910,143.0,51.0,50.0,200.0,329.0,991.0
04027010911,2631.0,700.0,784.0,2131.0,529.0,271.0
04027010913,488.0,125.0,139.0,425.0,158.0,137.0
04027010914,414.0,68.0,150.0,351.0,217.0,235.0
04027011000,547.0,191.0,179.0,471.0,234.0,377.0
04027011104,1078.0,343.0,448.0,807.0,377.0,644.0
04027011106,1253.0,321.0,601.0,868.0,450.0,1578.0
04027011107,638.0,156.0,214.0,711.0,266.0,193.0
04027011108,840.0,238.0,445.0,787.0,312.0,597.0
04027011110,231.0,81.0,127.0,292.0,456.0,1730.0
04027011111,514.0,178.0,182.0,624.0,401.0,1258.0
04027011112,199.0,84.0,105.0,367.0,359.0,1447.0
04027011114,150.0,33.0,61.0,227.0,310.0,1272.0
04027011115,216.0,62.0,103.0,350.0,504.0,1681.0
04027011201,827.0,247.0,286.0,837.0,602.0,1308.0
04027011202,435.0,122.0,142.0,451.0,263.0,252.0
04027011403,1450.0,422.0,376.0,1088.0,387.0,409.0
04027011405,1829.0,500.0,503.0,1362.0,313.0,246.0
04027011406,3264.0,825.0,900.0,2038.0,336.0,274.0
04027011501,788.0,222.0,223.0,553.0,222.0,198.0
04027011503,2110.0,606.0,638.0,1422.0,383.0,355.0
04027011504,3340.0,912.0,1218.0,1879.0,555.0,535.0
04027011600,3356.0,1018.0,848.0,2185.0,584.0,560.0
04027011700,111.0,60.0,63.0,141.0,206.0,653.0
04027011800,1924.0,1433.0,1188.0,2419.0,766.0,701.0
04027012100,488.0,105.0,146.0,440.0,157.0,152.0
04027980003,0.0,0.0,0.0,0.0,0.0,0.0
04027980004,0.0,0.0,0.0,0.0,0.0,0.0
04027980005,20.0,90.0,196.0,206.0,7.0,0.0
04027980006,868.0,1604.0,488.0,227.0,3.0,5.0
