tract,0-18,19-25,26-34,35-54,55-64,65+
41051001202,522.0,235.0,658.0,1116.0,469.0,285.0
41051001301,432.0,430.0,1116.0,1258.0,334.0,342.0
41051001302,463.0,323.0,603.0,1046.0,332.0,245.0
41051001400,728.0,423.0,1239.0,1677.0,465.0,274.0
41051001500,647.0,245.0,469.0,1191.0,483.0,284.0
41051001601,1033.0,522.0,730.0,1866.0,813.0,1081.0
41051001602,987.0,408.0,763.0,1412.0,505.0,384.0
41051001701,1171.0,548.0,1375.0,2270.0,659.0,528.0
41051001702,826.0,657.0,660.0,1132.0,369.0,328.0
41051001801,672.0,378.0,936.0,1257.0,450.0,439.0
41051001802,542.0,258.0,623.0,1136.0,480.0,390.0
41051001900,1186.0,241.0,405.0,1682.0,833.0,559.0
41051002000,479.0,679.0,1873.0,1728.0,507.0,252.0
41051002100,184.0,440.0,835.0,756.0,227.0,178.0
41051002203,479.0,431.0,824.0,1093.0,272.0,190.0
41051002303,149.0,311.0,537.0,555.0,147.0,335.0
41051002401,659.0,118.0,374.0,968.0,413.0,284.0
41051002402,267.0,289.0,760.0,951.0,442.0,665.0
41051002501,1221.0,173.0,257.0,1576.0,884.0,505.0
41051002502,589.0,414.0,858.0,1208.0,502.0,368.0
41051002600,675.0,101.0,236.0,990.0,496.0,224.0
41051002701,805.0,119.0,231.0,1195.0,494.0,267.0
41051002702,420.0,160.0,416.0,940.0,394.0,291.0
41051002801,580.0,151.0,412.0,1067.0,446.0,247.0
41051002802,560.0,171.0,497.0,1102.0,395.0,264.0
41051002901,788.0,268.0,807.0,1628.0,570.0,454.0
41051002902,1003.0,453.0,956.0,1797.0,695.0,519.0
41051002903,1207.0,553.0,820.0,1453.0,627.0,739.0
41051003000,862.0,232.0,683.0,1632.0,706.0,427.0
41051003100,942.0,315.0,825.0,1649.0,581.0,325.0
41051003200,786.0,305.0,803.0,1423.0,482.0,260.0
41051003301,536.0,410.0,784.0,940.0,217.0,187.0
41051003302,517.0,242.0,689.0,961.0,209.0,206.0
41051003401,716.0,341.0,862.0,1029.0,241.0,216.0
41051003402,538.0,425.0,880.0,914.0,212.0,197.0
41051003501,603.0,295.0,837.0,1228.0,393.0,251.0
41051003502,320.0,176.0,464.0,666.0,276.0,166.0
41051003601,873.0,446.0,1092.0,1456.0,366.0,294.0
41051003602,1187.0,844.0,1091.0,1974.0,609.0,507.0
41051003603,252.0,98.0,252.0,533.0,219.0,200.0
41051003701,874.0,332.0,821.0,1421.0,469.0,541.0
41051003702,472.0,187.0,425.0,842.0,315.0,223.0
41051003801,538.0,269.0,656.0,978.0,325.0,213.0
41051003802,519.0,252.0,689.0,1041.0,305.0,236.0
41051003803,753.0,335.0,872.0,1384.0,392.0,300.0
41051003901,1835.0,563.0,1432.0,2288.0,647.0,556.0
41051003902,534.0,215.0,523.0,1142.0,387.0,297.0
41051004001,2506.0,803.0,1270.0,2059.0,574.0,439.0
41051004002,945.0,2360.0,573.0,1105.0,456.0,431.0
41051004101,2109.0,702.0,1299.0,2192.0,593.0,477.0
41051004102,985.0,481.0,929.0,1588.0,534.0,559.0
41051004200,606.0,322.0,750.0,1183.0,342.0,223.0
41051004300,230.0,49.0,109.0,396.0,194.0,104.0
41051004500,266.0,151.0,379.0,647.0,309.0,175.0
41051004601,536.0,203.0,320.0,970.0,617.0,608.0
41051004602,519.0,79.0,161.0,651.0,326.0,305.0
41051004700,405.0,605.0,1169.0,1214.0,477.0,301.0
41051004800,94.0,577.0,1007.0,677.0,255.0,205.0
41051004900,214.0,625.0,1152.0,852.0,309.0,453.0
41051005000,102.0,253.0,825.0,818.0,217.0,139.0
41051005100,323.0,855.0,1844.0,3207.0,1182.0,672.0
41051005200,185.0,1021.0,1278.0,1151.0,515.0,457.0
41051005500,115.0,800.0,601.0,500.0,347.0,144.0
41051005600,364.0,2344.0,899.0,689.0,309.0,547.0
41051005700,167.0,842.0,843.0,746.0,389.0,488.0
41051005800,773.0,489.0,723.0,1303.0,700.0,917.0
41051005900,435.0,954.0,1578.0,1580.0,755.0,609.0
41051006001,212.0,136.0,207.0,414.0,267.0,173.0
