tract,0-18,19-25,26-34,35-54,55-64,65+
05051011500,496.0,233.0,300.0,640.0,304.0,263.0
05051011601,1516.0,327.0,553.0,1522.0,844.0,1141.0
05051011602,1207.0,249.0,472.0,1353.0,695.0,1129.0
05051011700,738.0,381.0,412.0,1000.0,563.0,1127.0
05051011800,610.0,327.0,402.0,918.0,651.0,1394.0
05051011900,1230.0,381.0,554.0,1610.0,953.0,1231.0
05051012001,827.0,210.0,274.0,1015.0,784.0,1707.0
05051012002,328.0,114.0,118.0,481.0,576.0,1926.0
05053470100,1247.0,391.0,488.0,1608.0,663.0,661.0
05053470200,779.0,250.0,313.0,1011.0,428.0,459.0
05053470300,1065.0,301.0,435.0,1163.0,498.0,576.0
05053470400,1461.0,480.0,652.0,1603.0,631.0,895.0
05055480100,771.0,213.0,291.0,907.0,400.0,423.0
05055480200,1140.0,300.0,405.0,1410.0,557.0,610.0
05055480300,792.0,225.0,321.0,1002.0,436.0,475.0
05055480400,1684.0,576.0,840.0,1792.0,717.0,1135.0
05055480500,2012.0,657.0,908.0,1812.0,616.0,670.0
05055480600,1931.0,514.0,728.0,2342.0,946.0,936.0
05055480700,575.0,250.0,282.0,590.0,198.0,225.0
05055480801,1252.0,513.0,578.0,1226.0,580.0,806.0
05055480802,1011.0,284.0,403.0,1048.0,546.0,754.0
05057480100,1317.0,357.0,560.0,1565.0,723.0,882.0
05057480200,624.0,160.0,322.0,776.0,415.0,508.0
05057480300,1680.0,542.0,630.0,1458.0,676.0,787.0
05057480400,1020.0,295.0,344.0,1175.0,521.0,651.0
05057480500,1576.0,477.0,676.0,1201.0,391.0,568.0
05059020100,2032.0,575.0,731.0,2358.0,1035.0,934.0
05059020200,753.0,237.0,292.0,746.0,464.0,541.0
05059020300,563.0,176.0,248.0,540.0,283.0,472.0
05059020400,1388.0,482.0,688.0,1326.0,627.0,951.0
05059020500,1133.0,520.0,672.0,1482.0,641.0,657.0
05059020600,845.0,262.0,402.0,1083.0,617.0,654.0
05059020700,1442.0,415.0,557.0,1704.0,832.0,955.0
05061950100,1059.0,260.0,446.0,1190.0,545.0,665.0
05061950200,1385.0,372.0,483.0,1428.0,620.0,756.0
05061950300,1380.0,448.0,546.0,1205.0,490.0,683.0
05063490100,1545.0,409.0,661.0,1911.0,954.0,871.0
05063490200,619.0,193.0,276.0,649.0,343.0,413.0
05063490300,1505.0,850.0,677.0,1431.0,612.0,1152.0
05063490400,1106.0,296.0,469.0,1270.0,539.0,642.0
05063490500,662.0,183.0,238.0,788.0,427.0,404.0
05063490600,799.0,302.0,396.0,736.0,270.0,365.0
05063490700,1757.0,569.0,743.0,1969.0,834.0,1085.0
05063490800,1320.0,415.0,482.0,1557.0,604.0,798.0
05065960100,513.0,140.0,199.0,652.0,538.0,1108.0
05065960200,1199.0,336.0,483.0,1376.0,715.0,1012.0
05065960300,507.0,221.0,379.0,929.0,408.0,551.0
05065960400,558.0,142.0,181.0,720.0,417.0,558.0
05067480100,836.0,295.0,350.0,1030.0,461.0,570.0
05067480200,936.0,263.0,393.0,999.0,492.0,671.0
05067480300,1039.0,344.0,459.0,1113.0,523.0,765.0
05067480400,653.0,472.0,855.0,1695.0,545.0,535.0
05067480500,474.0,125.0,184.0,565.0,291.0,315.0
05069000102,19.0,167.0,432.0,699.0,98.0,9.0
05069000301,737.0,238.0,326.0,1033.0,645.0,614.0
05069000302,1649.0,372.0,551.0,1903.0,730.0,802.0
05069000303,1143.0,405.0,504.0,1127.0,493.0,433.0
05069000502,974.0,1447.0,254.0,536.0,224.0,311.0
05069000900,966.0,297.0,346.0,900.0,358.0,333.0
05069001000,525.0,256.0,227.0,558.0,174.0,161.0
05069001200,800.0,303.0,293.0,667.0,286.0,246.0
05069001300,420.0,172.0,190.0,512.0,237.0,272.0
05069001401,641.0,212.0,189.0,443.0,163.0,129.0
05069001402,827.0,249.0,267.0,743.0,324.0,338.0
05069001501,1331.0,422.0,507.0,976.0,408.0,362.0
05069001502,1002.0,486.0,387.0,939.0,372.0,551.0
05069001600,1234.0,424.0,456.0,1061.0,360.0,242.0
05069001700,832.0,390.0,305.0,579.0,295.0,333.0
05069001800,855.0,297.0,384.0,863.0,473.0,568.0
05069001901,437.0,135.0,175.0,439.0,247.0,278.0
05069001903,643.0,305.0,252.0,460.0,251.0,288.0
05069002000,1038.0,284.0,436.0,1472.0,1041.0,1384.0
05069002103,877.0,520.0,870.0,1873.0,622.0,640.0
05069002104,823.0,253.0,397.0,1153.0,756.0,705.0
05069002300,679.0,280.0,283.0,975.0,507.0,579.0
05069002400,1085.0,305.0,470.0,1304.0,528.0,406.0
05069002500,219.0,73.0,100.0,335.0,256.0,271.0
05071951700,1107.0,283.0,438.0,1368.0,608.0,695.0
05071951800,1267.0,342.0,503.0,1365.0,565.0,680.0
05071951900,874.0,686.0,343.0,883.0,337.0,470.0
05071952000,1160.0,413.0,546.0,955.0,356.0,451.0
05071952100,994.0,365.0,415.0,919.0,383.0,596.0
05071952200,1296.0,502.0,567.0,1508.0,716.0,857.0
05073470100,1188.0,394.0,449.0,1278.0,614.0,866.0
05073470200,700.0,187.0,242.0,808.0,402.0,617.0
05075470100,383.0,351.0,130.0,417.0,206.0,218.0
05075470200,1133.0,288.0,406.0,1288.0,690.0,825.0
05075470300,514.0,133.0,173.0,585.0,234.0,372.0
05075470400,420.0,130.0,156.0,511.0,217.0,273.0
05075470501,748.0,281.0,306.0,783.0,301.0,379.0
05075470502,1080.0,348.0,500.0,1188.0,534.0,1093.0
05077470100,267.0,315.0,678.0,1122.0,299.0,237.0
05077470200,401.0,112.0,136.0,482.0,278.0,319.0
05077470300,1295.0,430.0,388.0,973.0,558.0,693.0
05077470400,321.0,80.0,118.0,435.0,264.0,358.0
05079960300,773.0,245.0,277.0,864.0,364.0,465.0
05079960400,954.0,261.0,362.0,1035.0,473.0,531.0
05079960500,685.0,199.0,228.0,639.0,271.0,440.0
05079960600,503.0,808.0,1152.0,1989.0,494.0,322.0
05081030101,542.0,152.0,244.0,615.0,273.0,327.0
05081030102,1354.0,429.0,491.0,1441.0,757.0,983.0
05081030200,647.0,165.0,277.0,746.0,368.0,424.0
05081030300,758.0,217.0,306.0,872.0,440.0,519.0
05083950100,1032.0,251.0,368.0,1245.0,561.0,678.0
05083950200,1071.0,258.0,335.0,1079.0,559.0,594.0
05083950300,906.0,310.0,381.0,1031.0,493.0,860.0
05083950400,907.0,192.0,273.0,985.0,451.0,538.0
05083950500,1118.0,359.0,441.0,1050.0,457.0,727.0
05083950600,791.0,221.0,267.0,919.0,415.0,445.0
05085020101,2097.0,470.0,882.0,2263.0,664.0,488.0
05085020102,1710.0,590.0,909.0,1419.0,459.0,381.0
05085020103,1510.0,415.0,620.0,1724.0,631.0,570.0
05085020104,2021.0,548.0,781.0,2325.0,765.0,730.0
05085020201,1108.0,235.0,354.0,1273.0,458.0,338.0
05085020202,1178.0,423.0,526.0,1022.0,328.0,409.0
05085020204,1738.0,635.0,914.0,1489.0,379.0,488.0
05085020205,1581.0,389.0,649.0,1518.0,438.0,497.0
05085020206,1271.0,317.0,639.0,1180.0,367.0,402.0
05085020301,951.0,293.0,406.0,1270.0,543.0,567.0
05085020302,966.0,261.0,399.0,1213.0,518.0,439.0
05085020400,787.0,216.0,317.0,885.0,373.0,553.0
05085020500,1217.0,357.0,528.0,1224.0,552.0,795.0
05085020600,458.0,115.0,195.0,561.0,252.0,261.0
05085020700,764.0,242.0,357.0,785.0,368.0,510.0
05085020800,349.0,79.0,138.0,391.0,184.0,197.0
05087960100,985.0,248.0,377.0,1193.0,522.0,591.0
05087960200,1051.0,321.0,444.0,910.0,370.0,601.0
05087960300,1205.0,356.0,450.0,1520.0,689.0,729.0
05087960400,775.0,202.0,310.0,937.0,579.0,531.0
05089960100,840.0,279.0,265.0,1289.0,783.0,884.0
05089960201,787.0,251.0,276.0,948.0,479.0,617.0
05089960202,860.0,246.0,336.0,1034.0,582.0,809.0
05089960300,682.0,229.0,260.0,1265.0,1116.0,1654.0
05091020100,983.0,405.0,565.0,971.0,379.0,530.0
05091020200,791.0,262.0,413.0,860.0,343.0,349.0
05091020400,797.0,545.0,523.0,867.0,283.0,249.0
05091020500,808.0,301.0,381.0,810.0,338.0,331.0
05091020600,712.0,181.0,232.0,436.0,209.0,332.0
05091020701,878.0,261.0,443.0,926.0,487.0,633.0
05091020702,837.0,389.0,462.0,950.0,456.0,562.0
05091020801,622.0,327.0,404.0,789.0,348.0,308.0
05091020802,519.0,145.0,271.0,720.0,338.0,371.0
05091020900,2007.0,579.0,768.0,2525.0,1159.0,1140.0
05091021000,2171.0,602.0,886.0,2323.0,1001.0,1177.0
05091980000,6.0,3.0,1.0,9.0,0.0,0.0
05093010100,568.0,176.0,214.0,492.0,257.0,177.0
05093010200,1934.0,544.0,747.0,1550.0,622.0,699.0
05093010300,1069.0,315.0,362.0,872.0,358.0,347.0
05093010600,1855.0,585.0,771.0,1657.0,769.0,830.0
05093010700,1170.0,306.0,461.0,1305.0,554.0,461.0
05093010800,1966.0,615.0,798.0,2025.0,768.0,1034.0
05093010900,819.0,257.0,341.0,815.0,290.0,278.0
05093011000,1562.0,458.0,546.0,1227.0,462.0,468.0
05093011100,824.0,295.0,394.0,851.0,406.0,422.0
05093011200,573.0,166.0,239.0,580.0,280.0,274.0
05093011300,593.0,201.0,221.0,631.0,283.0,303.0
05093011400,809.0,213.0,305.0,758.0,308.0,392.0
05095950100,947.0,300.0,329.0,1009.0,518.0,722.0
05095950200,492.0,170.0,197.0,599.0,332.0,373.0
05095950300,513.0,142.0,172.0,619.0,352.0,446.0
05097953000,598.0,169.0,219.0,841.0,538.0,959.0
05097953100,517.0,126.0,173.0,598.0,383.0,472.0
05097953200,1005.0,295.0,331.0,1151.0,503.0,695.0
05099090100,619.0,168.0,264.0,686.0,353.0,426.0
05099090200,1303.0,415.0,474.0,1334.0,657.0,834.0
05099090300,341.0,105.0,148.0,410.0,224.0,328.0
05101180100,924.0,306.0,368.0,1106.0,593.0,814.0
05101180200,898.0,265.0,388.0,1103.0,753.0,887.0
05103950100,1522.0,476.0,579.0,1697.0,724.0,753.0
05103950200,598.0,140.0,202.0,735.0,508.0,624.0
05103950300,1218.0,371.0,482.0,1610.0,948.0,944.0
05103950400,857.0,282.0,300.0,890.0,421.0,645.0
05103950500,890.0,297.0,403.0,1012.0,540.0,645.0
05103950600,1381.0,480.0,540.0,1265.0,565.0,840.0
05105952700,1291.0,365.0,489.0,1606.0,770.0,799.0
05105952800,815.0,292.0,336.0,948.0,389.0,610.0
05105952900,449.0,121.0,149.0,538.0,238.0,338.0
05107480100,871.0,254.0,276.0,804.0,409.0,610.0
05107480200,1581.0,390.0,538.0,1600.0,846.0,1005.0
05107480300,2007.0,587.0,697.0,1565.0,665.0,758.0
05107480400,637.0,194.0,241.0,517.0,196.0,211.0
05107480500,889.0,210.0,270.0,617.0,305.0,387.0
05107480600,526.0,162.0,162.0,446.0,274.0,283.0
05109953300,1267.0,374.0,442.0,1138.0,439.0,647.0
05109953400,582.0,162.0,219.0,742.0,342.0,480.0
05109953500,1100.0,318.0,427.0,1320.0,604.0,835.0
05111490100,1071.0,305.0,438.0,1277.0,656.0,717.0
05111490200,388.0,143.0,146.0,565.0,210.0,327.0
05111490300,1029.0,347.0,402.0,978.0,384.0,442.0
05111490400,1129.0,343.0,478.0,1080.0,547.0,670.0
05111490500,1692.0,485.0,645.0,1854.0,862.0,1039.0
05111490600,386.0,138.0,146.0,505.0,230.0,306.0
05111490700,644.0,211.0,263.0,671.0,297.0,399.0
05113950100,1002.0,210.0,331.0,1226.0,700.0,907.0
05113950200,1452.0,412.0,554.0,1489.0,830.0,1193.0
05113950300,698.0,147.0,243.0,751.0,457.0,458.0
05113950400,727.0,192.0,287.0,769.0,434.0,864.0
05113950500,554.0,154.0,196.0,584.0,276.0,327.0
05113950600,759.0,222.0,302.0,642.0,256.0,276.0
05115950700,1015.0,330.0,357.0,1146.0,506.0,552.0
05115950800,1019.0,339.0,444.0,1296.0,640.0,630.0
05115950900,1680.0,495.0,678.0,2052.0,927.0,903.0
05115951000,1086.0,328.0,480.0,1347.0,552.0,614.0
05115951100,1025.0,343.0,446.0,1138.0,481.0,656.0
05115951200,2252.0,647.0,829.0,2683.0,1102.0,1049.0
05115951300,1907.0,1734.0,1161.0,1715.0,573.0,714.0
05115951400,944.0,2573.0,321.0,529.0,210.0,347.0
05115951501,834.0,219.0,289.0,1039.0,591.0,649.0
05115951502,1577.0,720.0,722.0,1670.0,836.0,1253.0
05115951600,2159.0,856.0,986.0,1928.0,591.0,746.0
05117460100,877.0,249.0,322.0,1045.0,546.0,748.0
05117460200,606.0,181.0,241.0,763.0,375.0,543.0
05117460300,508.0,155.0,198.0,679.0,329.0,426.0
05119000200,225.0,68.0,112.0,251.0,115.0,107.0
05119000500,582.0,196.0,232.0,631.0,282.0,410.0
05119001100,592.0,192.0,221.0,629.0,353.0,395.0
05119001200,418.0,418.0,457.0,833.0,291.0,136.0
05119001300,626.0,213.0,278.0,675.0,309.0,273.0
05119001501,569.0,475.0,872.0,1179.0,516.0,415.0
05119001502,533.0,505.0,729.0,1115.0,515.0,354.0
05119001600,1121.0,415.0,607.0,1651.0,843.0,962.0
05119001800,1234.0,375.0,591.0,1190.0,574.0,469.0
05119001900,1065.0,649.0,521.0,971.0,408.0,294.0
05119002001,1734.0,501.0,734.0,1562.0,505.0,471.0
05119002002,1874.0,559.0,785.0,1458.0,393.0,303.0
05119002102,1223.0,694.0,760.0,1233.0,377.0,404.0
05119002103,571.0,368.0,517.0,866.0,364.0,619.0
05119002104,894.0,291.0,634.0,1329.0,618.0,853.0
05119002203,1008.0,693.0,833.0,1374.0,653.0,1028.0
05119002204,1743.0,569.0,963.0,1984.0,1030.0,1233.0
05119002206,535.0,717.0,804.0,878.0,372.0,373.0
05119002208,430.0,200.0,336.0,580.0,244.0,348.0
05119002209,790.0,480.0,710.0,865.0,304.0,286.0
05119002403,1286.0,451.0,570.0,1032.0,437.0,412.0
05119002405,1336.0,352.0,633.0,1367.0,518.0,411.0
05119002406,818.0,256.0,416.0,924.0,401.0,329.0
05119002407,452.0,123.0,312.0,547.0,209.0,211.0
05119002408,2020.0,631.0,989.0,1722.0,855.0,1024.0
05119002500,201.0,183.0,228.0,425.0,181.0,149.0
05119002600,300.0,122.0,141.0,480.0,185.0,131.0
05119002700,2010.0,619.0,730.0,1861.0,736.0,755.0
05119002800,855.0,260.0,225.0,514.0,243.0,280.0
05119002900,312.0,116.0,148.0,458.0,209.0,178.0
05119003001,1055.0,345.0,400.0,862.0,301.0,195.0
05119003002,999.0,343.0,413.0,840.0,377.0,512.0
05119003100,185.0,72.0,97.0,128.0,86.0,128.0
05119003202,2116.0,635.0,957.0,1941.0,746.0,819.0
