census_tract,zero_to_eighteen,nineteen_to_twenty_five,twenty_six_to_thirty_four,thirty_five_to_fifty_four,fifty_five_to_sixty_four,sixty_five_plus
01073005909,667.0,236.0,293.0,851.0,300.0,225.0
01073005910,1464.0,499.0,606.0,1646.0,696.0,382.0
01073010001,1234.0,470.0,711.0,1354.0,665.0,933.0
01073010002,1252.0,388.0,614.0,1380.0,550.0,803.0
01073010100,613.0,211.0,236.0,473.0,271.0,223.0
01073010200,612.0,317.0,359.0,788.0,374.0,326.0
01073010301,706.0,277.0,269.0,762.0,349.0,348.0
01073010302,1375.0,454.0,433.0,892.0,504.0,488.0
01073010401,974.0,314.0,475.0,1094.0,462.0,498.0
01073010402,512.0,191.0,185.0,479.0,216.0,291.0
01073010500,427.0,142.0,170.0,455.0,224.0,226.0
01073010602,1746.0,1038.0,584.0,1409.0,743.0,811.0
01073010603,553.0,210.0,224.0,613.0,460.0,402.0
01073010701,665.0,295.0,509.0,567.0,144.0,81.0
01073010702,1222.0,367.0,733.0,1362.0,464.0,414.0
01073010703,663.0,168.0,243.0,714.0,312.0,232.0
01073010704,961.0,2146.0,548.0,760.0,242.0,277.0
01073010705,922.0,314.0,734.0,963.0,320.0,288.0
01073010706,934.0,1082.0,992.0,1146.0,348.0,444.0
01073010801,1689.0,387.0,670.0,1708.0,619.0,781.0
01073010802,1098.0,93.0,182.0,1081.0,477.0,543.0
01073010803,1843.0,422.0,685.0,1974.0,811.0,866.0
01073010804,875.0,91.0,137.0,915.0,429.0,554.0
01073010805,1923.0,308.0,483.0,2354.0,1261.0,1095.0
01073010900,1611.0,491.0,608.0,1339.0,448.0,543.0
01073011001,1275.0,508.0,719.0,1698.0,660.0,871.0
01073011002,580.0,214.0,247.0,624.0,248.0,291.0
01073011104,2058.0,638.0,1074.0,2474.0,926.0,857.0
01073011107,3002.0,639.0,1152.0,3442.0,1281.0,1066.0
01073011108,996.0,426.0,473.0,1301.0,655.0,747.0
01073011109,1032.0,229.0,317.0,1262.0,633.0,697.0
01073011110,1545.0,469.0,602.0,1894.0,749.0,483.0
01073011111,2130.0,581.0,864.0,2588.0,1014.0,942.0
01073011205,472.0,138.0,260.0,599.0,272.0,380.0
01073011206,1414.0,434.0,517.0,1858.0,815.0,708.0
01073011207,1628.0,424.0,672.0,1514.0,450.0,400.0
01073011208,1072.0,337.0,516.0,1230.0,510.0,354.0
01073011209,1006.0,365.0,385.0,915.0,300.0,282.0
01073011210,1319.0,470.0,520.0,1000.0,317.0,240.0
01073011301,923.0,317.0,357.0,1089.0,458.0,510.0
01073011302,1737.0,455.0,669.0,2044.0,700.0,747.0
01073011400,1591.0,563.0,758.0,1941.0,867.0,943.0
01073011500,1509.0,447.0,559.0,1766.0,752.0,934.0
01073011600,1105.0,301.0,417.0,1232.0,508.0,514.0
01073011703,2111.0,674.0,1302.0,2534.0,1218.0,1395.0
01073011704,905.0,273.0,383.0,1287.0,548.0,627.0
01073011705,1783.0,571.0,820.0,2048.0,973.0,1588.0
01073011706,625.0,175.0,234.0,707.0,330.0,345.0
01073011802,2263.0,712.0,1022.0,1925.0,673.0,1011.0
01073011803,1577.0,409.0,571.0,1425.0,427.0,458.0
01073011804,872.0,314.0,351.0,864.0,284.0,333.0
01073011901,691.0,309.0,333.0,688.0,424.0,539.0
01073011904,533.0,161.0,242.0,626.0,395.0,404.0
01073012001,1025.0,323.0,484.0,1296.0,647.0,684.0
01073012002,1447.0,589.0,1095.0,1711.0,785.0,864.0
01073012103,949.0,319.0,393.0,1271.0,554.0,709.0
01073012104,734.0,227.0,328.0,881.0,375.0,533.0
01073012200,603.0,387.0,741.0,1554.0,557.0,414.0
01073012302,897.0,268.0,400.0,1107.0,528.0,669.0
01073012304,681.0,183.0,270.0,717.0,267.0,525.0
01073012305,1998.0,612.0,703.0,2523.0,1256.0,937.0
01073012401,875.0,285.0,365.0,1058.0,680.0,516.0
01073012402,796.0,267.0,365.0,894.0,342.0,453.0
01073012403,912.0,272.0,405.0,1075.0,503.0,472.0
01073012500,1064.0,377.0,474.0,1251.0,576.0,750.0
01073012602,718.0,225.0,392.0,884.0,323.0,459.0
01073012701,769.0,286.0,400.0,959.0,489.0,679.0
01073012703,1863.0,367.0,603.0,1883.0,497.0,441.0
01073012704,419.0,153.0,298.0,659.0,313.0,327.0
01073012802,574.0,233.0,477.0,717.0,348.0,457.0
01073012803,810.0,710.0,966.0,1267.0,500.0,563.0
01073012905,1138.0,133.0,305.0,1254.0,586.0,905.0
01073012906,1630.0,502.0,694.0,1852.0,814.0,1253.0
01073012907,1104.0,433.0,920.0,1385.0,533.0,535.0
01073012908,1086.0,618.0,915.0,1254.0,344.0,619.0
01073012910,544.0,485.0,770.0,779.0,437.0,385.0
01073012911,1626.0,287.0,341.0,1753.0,1060.0,742.0
01073012912,1538.0,889.0,1305.0,1213.0,261.0,363.0
01073012913,1307.0,786.0,1105.0,993.0,172.0,335.0
01073012914,248.0,412.0,238.0,343.0,154.0,544.0
01073012915,1556.0,449.0,781.0,1731.0,673.0,988.0
01073013002,286.0,134.0,139.0,373.0,216.0,377.0
01073013100,1219.0,412.0,449.0,1056.0,561.0,867.0
01073013200,678.0,218.0,270.0,682.0,277.0,201.0
01073013300,889.0,391.0,392.0,920.0,508.0,527.0
01073013400,1240.0,449.0,549.0,1436.0,738.0,474.0
01073013601,925.0,346.0,371.0,987.0,425.0,497.0
01073013801,491.0,181.0,231.0,606.0,272.0,365.0
01073013901,356.0,132.0,173.0,459.0,245.0,352.0
01073013902,442.0,155.0,254.0,565.0,268.0,475.0
01073014001,915.0,311.0,473.0,1158.0,523.0,693.0
01073014002,814.0,255.0,292.0,1183.0,645.0,493.0
01073014102,1193.0,337.0,451.0,1554.0,729.0,698.0
01073014104,873.0,239.0,383.0,886.0,445.0,530.0
01073014105,1060.0,356.0,543.0,1115.0,533.0,634.0
01073014203,3194.0,708.0,1667.0,4141.0,1610.0,1381.0
01073014204,2944.0,525.0,949.0,3595.0,1046.0,842.0
01073014301,595.0,218.0,314.0,732.0,353.0,628.0
01073014302,1203.0,595.0,1065.0,1569.0,639.0,692.0
01073014404,1180.0,727.0,970.0,1542.0,552.0,553.0
01073014405,928.0,465.0,668.0,1035.0,414.0,474.0
01073014406,1461.0,319.0,494.0,1664.0,809.0,1100.0
01073014408,757.0,566.0,959.0,872.0,185.0,356.0
01073014409,686.0,165.0,281.0,861.0,415.0,931.0
01073014410,1436.0,427.0,575.0,1703.0,686.0,408.0
01073014412,1092.0,184.0,549.0,1226.0,587.0,584.0
01073014413,2304.0,536.0,988.0,2899.0,1266.0,1000.0
01075030000,1116.0,329.0,416.0,1341.0,644.0,885.0
01075030100,1351.0,417.0,555.0,1680.0,743.0,1032.0
01075030200,926.0,294.0,344.0,1155.0,673.0,815.0
01077010100,364.0,902.0,181.0,286.0,122.0,115.0
01077010200,347.0,255.0,228.0,518.0,307.0,318.0
01077010300,479.0,170.0,136.0,386.0,166.0,190.0
01077010400,511.0,683.0,357.0,591.0,255.0,498.0
01077010600,525.0,704.0,429.0,606.0,234.0,273.0
01077010700,650.0,254.0,299.0,532.0,188.0,194.0
01077010800,946.0,416.0,417.0,1052.0,384.0,616.0
01077010900,1458.0,1047.0,694.0,1435.0,820.0,1686.0
01077011000,1063.0,565.0,571.0,1142.0,527.0,789.0
01077011101,1477.0,511.0,525.0,1776.0,863.0,820.0
01077011102,862.0,515.0,455.0,1162.0,589.0,939.0
01077011200,892.0,295.0,377.0,1205.0,638.0,662.0
01077011300,556.0,178.0,231.0,728.0,309.0,370.0
01077011400,1673.0,529.0,647.0,2054.0,836.0,921.0
01077011501,1231.0,405.0,384.0,1586.0,1102.0,1580.0
01077011502,1207.0,382.0,481.0,1599.0,799.0,811.0
01077011602,1330.0,407.0,446.0,1605.0,616.0,738.0
01077011603,1062.0,299.0,376.0,1370.0,616.0,801.0
01077011604,1684.0,412.0,667.0,2086.0,953.0,882.0
01077011700,1025.0,338.0,382.0,1342.0,627.0,810.0
01077011801,1265.0,372.0,496.0,1441.0,633.0,759.0
01077011802,761.0,274.0,293.0,1096.0,527.0,781.0
01079979100,366.0,120.0,154.0,534.0,251.0,257.0
01079979200,1131.0,397.0,460.0,1338.0,677.0,695.0
01079979300,1162.0,361.0,453.0,1413.0,590.0,705.0
01079979400,1057.0,349.0,457.0,1312.0,562.0,834.0
01079979500,1546.0,512.0,634.0,1927.0,760.0,757.0
01079979600,1379.0,422.0,562.0,1778.0,714.0,682.0
01079979700,517.0,167.0,225.0,690.0,276.0,268.0
01079979800,779.0,230.0,324.0,1016.0,428.0,525.0
01079979900,512.0,157.0,198.0,585.0,240.0,276.0
01081040200,799.0,1891.0,894.0,931.0,314.0,371.0
01081040300,405.0,1032.0,315.0,394.0,126.0,220.0
01081040400,1323.0,2640.0,634.0,1300.0,523.0,593.0
01081040500,2415.0,408.0,748.0,2464.0,900.0,813.0
01081040602,1170.0,972.0,514.0,888.0,329.0,334.0
01081040603,172.0,433.0,132.0,194.0,41.0,25.0
01081040604,463.0,3475.0,641.0,391.0,107.0,99.0
01081040700,896.0,3031.0,25.0,18.0,7.0,1.0
01081040800,136.0,3153.0,325.0,103.0,26.0,15.0
01081040901,657.0,774.0,293.0,812.0,362.0,397.0
01081040902,733.0,2397.0,813.0,827.0,227.0,264.0
01081041000,2022.0,866.0,928.0,2219.0,758.0,542.0
01081041100,2224.0,1134.0,1582.0,2408.0,740.0,1113.0
01081041200,1099.0,251.0,453.0,1338.0,629.0,679.0
01081041300,882.0,245.0,438.0,892.0,378.0,539.0
01081041400,1067.0,366.0,386.0,933.0,464.0,391.0
01081041600,981.0,318.0,433.0,856.0,335.0,351.0
01081041700,2281.0,772.0,1109.0,2617.0,1032.0,834.0
01081041800,1910.0,541.0,710.0,2078.0,892.0,646.0
01081041900,1937.0,546.0,685.0,2466.0,1092.0,977.0
01081042002,1781.0,506.0,781.0,2103.0,773.0,764.0
01081042003,1139.0,304.0,504.0,1246.0,326.0,181.0
01081042004,3005.0,913.0,1512.0,3051.0,898.0,763.0
01081042005,1563.0,447.0,660.0,1652.0,520.0,419.0
01081042006,489.0,185.0,232.0,627.0,232.0,259.0
01081042101,1037.0,247.0,400.0,1151.0,453.0,404.0
01081042102,1919.0,496.0,762.0,2121.0,883.0,722.0
01083020101,1125.0,322.0,539.0,1331.0,539.0,468.0
01083020102,1654.0,523.0,714.0,1962.0,733.0,815.0
01083020201,1359.0,438.0,614.0,1419.0,520.0,536.0
01083020202,1344.0,446.0,474.0,1586.0,595.0,570.0
01083020300,897.0,248.0,319.0,1148.0,477.0,523.0
01083020401,1426.0,415.0,617.0,1916.0,925.0,728.0
01083020402,1459.0,427.0,652.0,1685.0,655.0,610.0
01083020500,582.0,173.0,231.0,614.0,315.0,908.0
01083020600,978.0,497.0,567.0,1080.0,396.0,661.0
01083020700,462.0,324.0,333.0,573.0,227.0,179.0
01083020801,1518.0,622.0,1325.0,3141.0,854.0,723.0
01083020802,2224.0,560.0,992.0,2688.0,998.0,861.0
01083020900,806.0,352.0,445.0,1054.0,505.0,648.0
01083021000,669.0,194.0,324.0,706.0,261.0,330.0
01083021100,1619.0,482.0,665.0,2076.0,933.0,875.0
01083021200,2771.0,618.0,1182.0,3303.0,953.0,752.0
01085780800,832.0,318.0,318.0,1066.0,507.0,609.0
01085781000,751.0,235.0,295.0,862.0,413.0,411.0
01085781100,507.0,188.0,183.0,530.0,226.0,244.0
01085781200,812.0,251.0,268.0,822.0,363.0,391.0
01087231400,284.0,125.0,140.0,408.0,205.0,255.0
01087231500,758.0,283.0,325.0,877.0,498.0,442.0
01087231601,263.0,90.0,68.0,342.0,212.0,217.0
01087231602,422.0,178.0,150.0,361.0,237.0,223.0
01087231603,322.0,91.0,102.0,389.0,215.0,199.0
01087231700,345.0,1429.0,89.0,90.0,74.0,89.0
01087231800,317.0,134.0,126.0,347.0,179.0,176.0
01087231900,481.0,358.0,180.0,445.0,232.0,257.0
01087232000,299.0,190.0,161.0,347.0,245.0,297.0
01087232100,538.0,299.0,196.0,435.0,193.0,288.0
01087232200,581.0,195.0,233.0,744.0,284.0,315.0
01087232300,402.0,142.0,156.0,492.0,300.0,273.0
01089000201,207.0,96.0,104.0,185.0,83.0,95.0
01089000202,860.0,2266.0,273.0,575.0,211.0,252.0
01089000301,1156.0,356.0,420.0,1083.0,468.0,514.0
01089000302,1067.0,334.0,422.0,1004.0,426.0,439.0
01089000403,1259.0,411.0,499.0,1396.0,702.0,678.0
01089000501,444.0,175.0,171.0,508.0,268.0,259.0
01089000502,619.0,213.0,284.0,623.0,298.0,321.0
01089000503,510.0,166.0,203.0,538.0,235.0,244.0
01089000601,375.0,140.0,195.0,446.0,211.0,251.0
01089000602,478.0,151.0,210.0,581.0,229.0,364.0
01089000701,787.0,329.0,406.0,768.0,333.0,413.0
01089000702,556.0,217.0,250.0,612.0,347.0,700.0
01089000901,632.0,255.0,452.0,1168.0,620.0,1113.0
01089000902,324.0,276.0,361.0,590.0,240.0,298.0
01089001000,387.0,320.0,545.0,951.0,365.0,355.0
01089001200,1322.0,389.0,411.0,736.0,275.0,271.0
01089001301,879.0,991.0,727.0,919.0,253.0,150.0
01089001302,328.0,289.0,237.0,524.0,211.0,275.0
01089001401,359.0,118.0,294.0,511.0,176.0,152.0
01089001402,876.0,1015.0,902.0,1214.0,433.0,483.0
01089001500,868.0,1661.0,661.0,883.0,377.0,526.0
01089001700,462.0,72.0,148.0,600.0,236.0,373.0
01089001801,844.0,112.0,227.0,1083.0,463.0,883.0
01089001901,765.0,121.0,158.0,975.0,571.0,822.0
01089001902,297.0,28.0,36.0,349.0,160.0,470.0
01089001903,623.0,94.0,95.0,765.0,347.0,577.0
01089002000,378.0,195.0,332.0,604.0,247.0,370.0
01089002100,967.0,539.0,482.0,877.0,359.0,310.0
01089002200,411.0,316.0,327.0,548.0,205.0,315.0
01089002300,1288.0,662.0,788.0,1388.0,500.0,622.0
01089002400,1130.0,699.0,793.0,1333.0,436.0,413.0
01089002501,779.0,700.0,691.0,957.0,238.0,127.0
01089002502,781.0,633.0,620.0,766.0,193.0,141.0
01089002600,652.0,360.0,461.0,920.0,472.0,1206.0
01089002701,418.0,176.0,208.0,652.0,340.0,763.0
01089002721,825.0,256.0,284.0,1097.0,531.0,1078.0
01089002722,665.0,193.0,251.0,849.0,446.0,701.0
01089002801,766.0,365.0,454.0,960.0,483.0,902.0
01089002802,1391.0,419.0,663.0,1961.0,780.0,670.0
01089002911,1025.0,241.0,390.0,1315.0,653.0,952.0
01089002912,567.0,122.0,137.0,753.0,388.0,509.0
01089002921,1536.0,461.0,677.0,2016.0,680.0,925.0
01089002922,1083.0,227.0,315.0,1436.0,748.0,614.0
01089003000,756.0,321.0,357.0,846.0,339.0,502.0
01089003100,405.0,375.0,458.0,902.0,342.0,532.0
01089010100,2549.0,714.0,1053.0,3121.0,1038.0,996.0
01089010200,1476.0,413.0,715.0,1794.0,629.0,556.0
01089010301,2284.0,616.0,927.0,2679.0,890.0,822.0
01089010302,1037.0,336.0,441.0,1269.0,429.0,400.0
01089010401,1621.0,507.0,752.0,1941.0,649.0,644.0
01089010402,1843.0,521.0,727.0,2282.0,752.0,693.0
01089010501,3368.0,792.0,1303.0,3870.0,1216.0,939.0
01089010502,811.0,239.0,410.0,952.0,292.0,262.0
01089010612,955.0,436.0,656.0,1316.0,441.0,530.0
01089010621,1833.0,357.0,481.0,2581.0,968.0,620.0
01089010622,1883.0,2907.0,1556.0,2083.0,711.0,723.0
01089010623,1844.0,343.0,657.0,2068.0,585.0,414.0
01089010624,2510.0,457.0,885.0,2965.0,847.0,621.0
01089010701,2148.0,530.0,915.0,2533.0,939.0,883.0
01089010702,1814.0,550.0,786.0,2364.0,944.0,816.0
01089010800,2745.0,581.0,962.0,3440.0,1179.0,1046.0
01089010901,3878.0,527.0,1033.0,4430.0,1518.0,1392.0
01089010902,765.0,255.0,286.0,973.0,457.0,414.0
01089011011,3136.0,445.0,719.0,3562.0,858.0,504.0
01089011012,1727.0,302.0,272.0,2222.0,851.0,650.0
01089011013,1408.0,436.0,492.0,1653.0,643.0,473.0
01089011014,2811.0,584.0,926.0,3118.0,786.0,610.0
01089011021,920.0,436.0,635.0,1240.0,375.0,356.0
01089011022,1535.0,895.0,1195.0,1892.0,584.0,455.0
01089011100,564.0,674.0,338.0,378.0,26.0,9.0
01089011200,1809.0,950.0,1563.0,2515.0,915.0,700.0
01089011300,1210.0,347.0,537.0,1690.0,685.0,827.0
01089011400,1038.0,334.0,475.0,1360.0,596.0,588.0
01091972900,1540.0,478.0,549.0,1401.0,622.0,693.0
01091973000,1062.0,404.0,408.0,1325.0,655.0,958.0
01091973100,578.0,139.0,206.0,599.0,320.0,330.0
01091973200,752.0,186.0,230.0,699.0,303.0,328.0
01091973300,508.0,131.0,168.0,599.0,325.0,374.0
01091973400,1106.0,299.0,392.0,1258.0,569.0,741.0
01093964000,1264.0,397.0,489.0,1575.0,657.0,742.0
01093964100,632.0,232.0,247.0,801.0,350.0,532.0
01093964200,380.0,84.0,159.0,464.0,228.0,268.0
01093964300,1051.0,383.0,450.0,1172.0,610.0,836.0
01093964400,1171.0,406.0,595.0,1791.0,870.0,1062.0
01093964500,485.0,160.0,204.0,601.0,331.0,412.0
01093964600,786.0,215.0,304.0,950.0,429.0,648.0
01093964700,1281.0,398.0,493.0,1626.0,735.0,1145.0
01095030100,644.0,190.0,243.0,824.0,375.0,412.0
01095030201,1350.0,399.0,485.0,1631.0,719.0,857.0
01095030202,1043.0,305.0,459.0,1390.0,764.0,910.0
01095030300,1428.0,433.0,575.0,1977.0,997.0,1085.0
01095030401,1142.0,362.0,426.0,1295.0,627.0,776.0
01095030402,881.0,225.0,285.0,1085.0,391.0,613.0
01095030500,1867.0,652.0,732.0,2154.0,848.0,1281.0
01095030600,1672.0,446.0,603.0,1912.0,823.0,1124.0
01095030701,962.0,313.0,383.0,1062.0,500.0,541.0
01095030702,905.0,369.0,497.0,1187.0,549.0,567.0
01095030801,1405.0,488.0,589.0,1300.0,540.0,753.0
01095030802,2464.0,985.0,1134.0,1929.0,652.0,653.0
01095030902,1130.0,293.0,449.0,1184.0,527.0,736.0
01095030903,1586.0,646.0,742.0,1406.0,528.0,644.0
01095030904,1589.0,467.0,730.0,1513.0,559.0,617.0
01095031000,1756.0,520.0,658.0,1730.0,757.0,669.0
01095031100,1336.0,517.0,569.0,1184.0,465.0,667.0
01095031200,1411.0,416.0,609.0,1454.0,584.0,957.0
01097000200,76.0,121.0,184.0,487.0,265.0,297.0
01097000401,295.0,111.0,139.0,359.0,166.0,177.0
01097000402,34.0,7.0,9.0,12.0,9.0,32.0
01097000500,446.0,140.0,173.0,548.0,242.0,279.0
01097000600,1045.0,278.0,308.0,596.0,287.0,409.0
01097000701,536.0,180.0,174.0,552.0,278.0,459.0
01097000702,568.0,191.0,219.0,629.0,325.0,545.0
01097000800,1021.0,324.0,339.0,987.0,445.0,941.0
01097000901,435.0,154.0,276.0,559.0,181.0,130.0
01097000902,407.0,182.0,327.0,608.0,265.0,281.0
01097000903,368.0,134.0,207.0,532.0,231.0,177.0
01097001001,593.0,243.0,268.0,579.0,261.0,133.0
01097001002,549.0,187.0,252.0,671.0,284.0,265.0
01097001100,507.0,192.0,227.0,513.0,339.0,488.0
01097001200,797.0,662.0,616.0,947.0,276.0,250.0
01097001302,1010.0,326.0,303.0,741.0,370.0,333.0
01097001400,590.0,198.0,256.0,579.0,253.0,320.0
01097001501,861.0,215.0,252.0,447.0,179.0,237.0
01097001502,766.0,201.0,149.0,301.0,114.0,88.0
01097001800,776.0,218.0,307.0,749.0,302.0,335.0
01097001901,625.0,191.0,252.0,627.0,317.0,268.0
01097001902,989.0,330.0,338.0,924.0,468.0,410.0
01097002000,495.0,128.0,135.0,507.0,293.0,279.0
01097002100,1349.0,373.0,398.0,1114.0,370.0,344.0
01097002200,883.0,282.0,298.0,782.0,277.0,367.0
01097002301,739.0,210.0,276.0,609.0,247.0,137.0
01097002302,640.0,182.0,172.0,474.0,279.0,272.0
01097002400,1111.0,395.0,417.0,1101.0,433.0,348.0
01097002501,666.0,320.0,766.0,1052.0,387.0,324.0
01097002502,430.0,197.0,371.0,651.0,344.0,380.0
01097002600,590.0,228.0,221.0,636.0,421.0,608.0
01097002700,755.0,300.0,302.0,569.0,212.0,330.0
01097002800,1222.0,502.0,659.0,1229.0,453.0,528.0
01097002900,952.0,412.0,502.0,1024.0,363.0,466.0
01097003000,765.0,228.0,320.0,854.0,408.0,594.0
01097003100,945.0,274.0,298.0,1173.0,638.0,1068.0
01097003202,735.0,228.0,399.0,697.0,360.0,373.0
01097003203,972.0,486.0,561.0,973.0,277.0,408.0
01097003204,1049.0,1191.0,1092.0,1041.0,302.0,165.0
01097003205,1350.0,486.0,525.0,829.0,204.0,214.0
01097003301,534.0,374.0,437.0,609.0,272.0,489.0
01097003302,985.0,1093.0,371.0,1025.0,489.0,736.0
01097003402,1229.0,340.0,424.0,1054.0,354.0,340.0
01097003404,917.0,221.0,310.0,696.0,236.0,192.0
01097003405,447.0,144.0,163.0,524.0,268.0,374.0
01097003406,764.0,235.0,395.0,760.0,300.0,371.0
01097003407,1936.0,563.0,816.0,2180.0,861.0,876.0
01097003408,1079.0,289.0,496.0,1138.0,478.0,565.0
01097003501,908.0,360.0,508.0,989.0,423.0,523.0
01097003502,625.0,164.0,144.0,704.0,382.0,566.0
01097003602,304.0,605.0,165.0,236.0,93.0,141.0
01097003605,134.0,641.0,15.0,1.0,0.0,0.0
01097003606,675.0,578.0,471.0,687.0,315.0,426.0
01097003607,829.0,823.0,598.0,803.0,367.0,424.0
01097003608,326.0,125.0,146.0,367.0,136.0,212.0
01097003703,678.0,541.0,544.0,913.0,385.0,413.0
01097003704,864.0,429.0,639.0,1181.0,522.0,677.0
01097003705,904.0,611.0,542.0,1197.0,551.0,636.0
01097003706,615.0,391.0,369.0,846.0,509.0,464.0
01097003707,957.0,557.0,662.0,1128.0,538.0,685.0
01097003708,942.0,290.0,387.0,1248.0,525.0,483.0
01097003709,1324.0,490.0,602.0,1663.0,891.0,851.0
01097003710,936.0,315.0,477.0,1094.0,592.0,1039.0
01097003800,358.0,131.0,139.0,426.0,201.0,224.0
01097003901,502.0,191.0,185.0,549.0,300.0,361.0
01097003902,238.0,96.0,109.0,271.0,99.0,168.0
01097004000,787.0,229.0,252.0,582.0,325.0,392.0
01097004100,236.0,92.0,100.0,252.0,101.0,141.0
01097004800,441.0,128.0,138.0,347.0,123.0,134.0
01097004900,939.0,301.0,340.0,834.0,455.0,463.0
01097005000,550.0,184.0,199.0,526.0,221.0,213.0
01097005100,512.0,146.0,222.0,419.0,133.0,145.0
01097005200,431.0,129.0,206.0,417.0,172.0,201.0
01097005300,485.0,181.0,219.0,452.0,248.0,433.0
01097005400,900.0,393.0,464.0,1117.0,447.0,795.0
01097005500,751.0,259.0,377.0,858.0,335.0,438.0
01097005600,1801.0,513.0,761.0,2158.0,927.0,1105.0
01097005700,1847.0,584.0,723.0,2291.0,1003.0,824.0
01097005800,1318.0,409.0,453.0,1445.0,755.0,623.0
01097005900,1288.0,401.0,499.0,1304.0,594.0,508.0
01097006000,1434.0,404.0,548.0,1416.0,607.0,647.0
01097006102,702.0,236.0,342.0,916.0,380.0,411.0
01097006103,1389.0,409.0,569.0,1367.0,745.0,651.0
01097006104,1242.0,379.0,500.0,1393.0,598.0,542.0
01097006105,1436.0,889.0,573.0,1863.0,899.0,992.0
01097006200,1906.0,503.0,624.0,1830.0,650.0,592.0
01097006301,3024.0,930.0,1244.0,3293.0,1141.0,1037.0
01097006302,1667.0,495.0,706.0,1957.0,771.0,807.0
01097006402,1291.0,461.0,622.0,1421.0,501.0,459.0
01097006403,554.0,164.0,281.0,522.0,171.0,160.0
01097006404,2836.0,811.0,1314.0,3158.0,1021.0,1041.0
01097006405,1877.0,538.0,686.0,2099.0,955.0,836.0
01097006406,2338.0,483.0,757.0,2663.0,801.0,636.0
01097006407,1699.0,395.0,692.0,1991.0,696.0,630.0
01097006501,1329.0,425.0,565.0,1482.0,615.0,524.0
01097006502,3477.0,942.0,1539.0,3728.0,1351.0,1100.0
01097006600,1458.0,456.0,608.0,1596.0,711.0,788.0
01097006701,2207.0,674.0,844.0,2126.0,848.0,742.0
01097006702,1125.0,378.0,459.0,1247.0,495.0,409.0
01097006801,2207.0,520.0,665.0,2554.0,1157.0,954.0
01097006802,869.0,282.0,360.0,919.0,405.0,488.0
01097006901,2108.0,766.0,999.0,2096.0,872.0,868.0
01097006902,1081.0,454.0,493.0,1065.0,449.0,487.0
01097007000,970.0,321.0,382.0,1454.0,712.0,764.0
01097007101,1321.0,458.0,544.0,1325.0,542.0,592.0
01097007102,894.0,313.0,408.0,881.0,320.0,324.0
01097007103,737.0,240.0,279.0,1043.0,590.0,536.0
01097007201,807.0,293.0,329.0,906.0,388.0,316.0
01097007202,495.0,166.0,202.0,806.0,590.0,532.0
01097007300,1288.0,437.0,462.0,1242.0,513.0,545.0
01097007400,1025.0,343.0,367.0,1009.0,475.0,464.0
01097007500,535.0,181.0,178.0,509.0,260.0,213.0
01097007600,706.0,227.0,260.0,610.0,308.0,285.0
01097007700,416.0,153.0,167.0,406.0,202.0,239.0
01097990000,0.0,0.0,0.0,0.0,0.0,0.0
01099075600,336.0,99.0,117.0,346.0,211.0,242.0
01099075700,481.0,123.0,161.0,538.0,281.0,297.0
01099075800,386.0,100.0,124.0,449.0,224.0,232.0
01099075900,1605.0,463.0,546.0,1740.0,892.0,1144.0
01099076000,970.0,342.0,359.0,987.0,432.0,496.0
01099076100,1960.0,500.0,725.0,1928.0,768.0,876.0
01099076200,445.0,107.0,158.0,516.0,271.0,331.0
01101000100,318.0,135.0,234.0,369.0,99.0,44.0
01101000200,159.0,234.0,251.0,528.0,187.0,262.0
01101000300,500.0,184.0,186.0,454.0,183.0,174.0
01101000400,1479.0,528.0,660.0,1227.0,426.0,644.0
01101000500,1025.0,569.0,618.0,919.0,319.0,275.0
01101000600,320.0,90.0,108.0,267.0,167.0,209.0
01101000700,328.0,132.0,163.0,376.0,174.0,225.0
01101000900,444.0,670.0,578.0,797.0,79.0,8.0
01101001000,422.0,193.0,186.0,336.0,116.0,134.0
01101001100,982.0,342.0,375.0,842.0,486.0,588.0
01101001200,501.0,199.0,182.0,442.0,202.0,264.0
01101001300,624.0,221.0,300.0,707.0,379.0,292.0
01101001400,611.0,687.0,578.0,906.0,459.0,425.0
01101001500,868.0,1497.0,342.0,569.0,209.0,301.0
01101001600,1047.0,451.0,537.0,1081.0,330.0,381.0
01101001700,1310.0,519.0,772.0,1488.0,544.0,902.0
01101001800,781.0,344.0,422.0,896.0,442.0,579.0
01101001900,664.0,228.0,309.0,865.0,443.0,674.0
01101002000,1222.0,274.0,402.0,1301.0,586.0,825.0
01101002100,1167.0,421.0,507.0,1191.0,453.0,396.0
01101002201,1201.0,474.0,463.0,1173.0,618.0,629.0
01101002202,311.0,128.0,122.0,320.0,172.0,144.0
01101002300,769.0,311.0,293.0,780.0,397.0,608.0
01101002400,489.0,158.0,184.0,584.0,234.0,377.0
01101002500,943.0,301.0,357.0,740.0,224.0,209.0
01101002600,1146.0,688.0,487.0,1499.0,838.0,1350.0
01101002700,951.0,348.0,313.0,1238.0,718.0,935.0
01101002800,1087.0,463.0,534.0,1133.0,427.0,639.0
01101002900,2713.0,1077.0,1158.0,2034.0,737.0,584.0
01101003000,1205.0,412.0,422.0,774.0,252.0,322.0
01101003100,1223.0,341.0,446.0,1201.0,364.0,248.0
01101003200,1638.0,543.0,685.0,1693.0,607.0,613.0
01101003301,873.0,270.0,338.0,945.0,463.0,637.0
01101003302,1542.0,769.0,820.0,1819.0,742.0,778.0
